0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.5277137775109888,0.7445138360956731,0.6726870499263788,0.4435257467343269,0.2014454488804124,0.1887022878458448,0.4161615330761373,0.49924128652939176,0.41159453892508746,0.6655165230626967,0.32062741200668665,0.47902628977484607,0.31174602149661085,0.3462932475674728,0.3828910951337324,0.3837362209289506,0.47871457624214475,0.3965975061388538,0.40874449272192154,0.4990037786602741
0.09457692242671328,0.26024977503039604,0.484498041400937,0.3590385187750714,0.43545093545581587,0.21575914406083713,0.45021221498953706,0.564024707538938,0.5088710278591094,0.5432042576069824,0.36671133587877675,0.5666549425613788,0.5760548837063398,0.3555011527830656,0.37544422217885415,0.48410804511693684,0.5014843897344041,0.39523951968406573,0.48778038945084956,0.5651506704410344
0.7049211581666766,0.33606725922146086,0.1930257358749293,0.412279213733699,0.40392220723298794,0.2306253369313669,0.4957138530823042,0.47227941345268293,0.5578690582299152,0.6520165080815762,0.3320760034079168,0.43428694836445264,0.41294913474038275,0.33874843289657014,0.4516513514714785,0.5159497835078823,0.3886755199369669,0.43677447979788614,0.43408520918051813,0.5320932629287023
0.416965541657095,0.5891950297827687,0.3057932260675176,0.21949158423180143,0.5430420625967249,0.3103579447304428,0.38970732727806845,0.536826294731284,0.4852744754126894,0.4860393970351342,0.4613850088150368,0.3898810062014507,0.37725205039074067,0.3459217433843812,0.44005173700834443,0.44968062485109667,0.5494955256728747,0.39879026003225065,0.4631106368044748,0.4205632038552572
0.20875106282616157,0.4058203260579719,0.44284923291077294,0.4509094724193384,0.40676737239407823,0.2033825351244631,0.4731731301420776,0.39547189462977017,0.46831640835228605,0.4390066516828126,0.3222127241453483,0.40416562973635695,0.4085244170344077,0.32755365381017537,0.512199877490526,0.469277575421087,0.43075521493604474,0.4194413095869536,0.48445392407867355,0.39311794974822123
0.9009020653810953,0.22046166148309537,0.6290852054908326,0.181067710750933,0.5897162286961712,0.2643418027109067,0.5589848487876007,0.3151795765274601,0.4409959557656984,0.36927493873689843,0.351414425512901,0.7565784622428611,0.3080725332211207,0.3181896079778355,0.41958940594514277,0.39879956596010485,0.5737285161133601,0.3474655817325948,0.6637137008213246,0.47281234386556364
0.6495710977664337,0.5456999121782814,0.2780972295013231,0.5617984453862204,0.3776542365773142,0.17620913541021463,0.43635177916522433,0.5433148406984527,0.41495152456384976,0.40845186054181964,0.3817981273343936,0.4891549554047586,0.5133254881798992,0.3368318951369629,0.49238071919939586,0.5358782589061762,0.5612247682632594,0.38986018440834486,0.48676876342316827,0.4691654858345413
0.7448295841424318,0.4105249056269931,0.6090852727084258,0.11655542932338414,0.22991580024969044,0.24890545872913528,0.4453569470593921,0.4283921795464836,0.43452398410705534,0.41354527212661085,0.42852687417217433,0.3087636286256892,0.6268355520736812,0.3351777974390669,0.4783367800160642,0.48364447161233953,0.39960972932886013,0.42918798986697615,0.43834309912770947,0.46113648019232006
0.5132066385702656,0.482585013936124,0.7213431214511512,0.78279931397276,0.19665920231623485,0.773406107349674,0.8622229604726714,0.8704506003562775,0.7387381091198663,0.2801492789212615,0.3265672025257678,0.35138655665898844,0.38371056817439186,0.2725591154918605,0.5498502355881278,0.47539030091691203,0.41128476179496454,0.3668486064318949,0.5320739618763435,0.5947807260029652
0.7500934217450953,0.4863357752995378,0.8158360412526482,0.5373439824138078,0.8105285208131369,0.18457222469142862,0.3357180151693479,0.5279126022709879,0.6190459090916021,0.5119992951438557,0.3310489147761003,0.44760618789281126,0.5089461548412478,0.2626813751458222,0.4816533355935114,0.518593533532168,0.3919986648238818,0.4679522270528952,0.3777029782127077,0.4341547153196281
0.3975818256175228,0.8085102323788094,0.4060274969661982,0.3507341601452998,0.45968480784236976,0.2647348878543543,0.4754487492475515,0.3752705993531175,0.600509037622308,0.48025868115713427,0.4124627310089233,0.5251682661012052,0.4883282025973126,0.37992777676622913,0.43675607114702253,0.55498119662771,0.39245141557522584,0.42651107812067846,0.4872848356885205,0.5124453473126532
